"","n","allee","allee.f","initial.slope","slope.after.thresh"
"652",874,TRUE,"with Allee effect",0.915921680595141,2.60841070529346
"653",875,FALSE,"without Allee effect",0.996066819300735,1.99062828522971
"654",876,TRUE,"with Allee effect",0.602373222126813,2.08614758103953
"655",877,FALSE,"without Allee effect",0.899811704931218,1.91965978379229
"656",878,TRUE,"with Allee effect",0.747672566684342,2.37200254691423
"657",879,FALSE,"without Allee effect",1.00000000000008,1.63088189735469
"658",880,TRUE,"with Allee effect",0.655655555135184,1.79410430962337
"659",882,TRUE,"with Allee effect",0.993055940683593,2.79692190172553
"660",884,TRUE,"with Allee effect",0.763632577852749,2.20101018331722
"661",885,FALSE,"without Allee effect",1.24960561551151,1.79977879144686
"662",886,TRUE,"with Allee effect",0.362474343700907,3.06696420152165
"663",887,FALSE,"without Allee effect",0.932908079680348,1.90716155390455
"664",888,TRUE,"with Allee effect",0.19435333251458,4.30744413581566
"665",892,TRUE,"with Allee effect",0.771172197630399,3.83187328797899
"666",894,TRUE,"with Allee effect",1.00818923445027,2.6113420200821
"667",895,FALSE,"without Allee effect",1.06244586945235,1.82220648162576
"668",896,TRUE,"with Allee effect",0.257940327482491,5.97272261015352
"669",899,FALSE,"without Allee effect",0.980298968077029,1.85085327527041
"670",900,TRUE,"with Allee effect",0.720316811632885,2.01196507791978
"671",901,FALSE,"without Allee effect",1.16298931683566,2.08387875289962
"672",902,TRUE,"with Allee effect",0.683647769723168,2.78659211604909
"673",903,FALSE,"without Allee effect",0.922906425887015,1.73821498276691
"674",904,TRUE,"with Allee effect",0.531072232998074,2.61217055211615
"675",906,TRUE,"with Allee effect",0.615829771187496,3.51223428582249
"676",907,FALSE,"without Allee effect",0.674437824232075,2.09359364623641
"677",908,TRUE,"with Allee effect",0.84477762393451,1.99864207424185
"678",910,TRUE,"with Allee effect",1.02375648544985,3.08079546023096
"679",912,TRUE,"with Allee effect",0.970511976496111,2.28333032715244
"680",913,FALSE,"without Allee effect",0.807354922057555,1.48096369669418
"681",914,TRUE,"with Allee effect",0.872897038376498,2.53213435838944
"682",915,FALSE,"without Allee effect",0.738497079661306,1.79699978338607
"683",916,TRUE,"with Allee effect",0.0892404890529745,1.12380637866674
"684",917,FALSE,"without Allee effect",1.34890820791171,2.06412918070058
"685",918,TRUE,"with Allee effect",0.138773270590962,1.29353406603761
"686",919,FALSE,"without Allee effect",0.987643929833579,1.73053126012083
"687",920,TRUE,"with Allee effect",0.967111013824625,2.21463699657524
"688",923,FALSE,"without Allee effect",1.06712138187736,0.0811743012924835
"689",924,TRUE,"with Allee effect",1.08055005474253,0.0286839814251958
"690",926,TRUE,"with Allee effect",0.385305573020695,4.88429706940826
"691",927,FALSE,"without Allee effect",0.946121571442993,1.96197000021723
"692",928,TRUE,"with Allee effect",0.835599683014184,3.04819646462482
"693",929,FALSE,"without Allee effect",0.657112286477031,1.39898203685684
"694",930,TRUE,"with Allee effect",0.58403107342767,1.93197049633977
"695",932,TRUE,"with Allee effect",0.557690918912605,3.44837044465059
"696",934,TRUE,"with Allee effect",0.73785671038847,2.33755476559924
"697",935,FALSE,"without Allee effect",1.14649887570617,1.93352109555755
"698",936,TRUE,"with Allee effect",0.273267408166957,3.96148104632737
"699",938,TRUE,"with Allee effect",0.976004993443469,3.70931522120776
"700",939,FALSE,"without Allee effect",0.652076696579678,2.22145855722594
"701",940,TRUE,"with Allee effect",1.18980901252841,1.84742681502042
"702",941,FALSE,"without Allee effect",0.837221974068716,2.02761845051772
"703",942,TRUE,"with Allee effect",0.942018796874077,1.79268823149397
"704",945,FALSE,"without Allee effect",1.27250181287751,2.06372176795041
"705",946,TRUE,"with Allee effect",1.0681470684928,2.18601411894433
"706",947,FALSE,"without Allee effect",1.04912131031627,2.01367216960675
"707",948,TRUE,"with Allee effect",0.727425261630235,2.54121925611841
"708",950,TRUE,"with Allee effect",0.662965012722422,2.31015956618355
"709",951,FALSE,"without Allee effect",1.1285949255751,1.6756957750664
"710",952,TRUE,"with Allee effect",0.71509105773843,1.67102104903749
"711",954,TRUE,"with Allee effect",1.03452657495664,2.17859446864162
"712",955,FALSE,"without Allee effect",1.31526172060457,1.33467193706974
"713",956,TRUE,"with Allee effect",0.85306287686275,1.46822078482443
"714",960,TRUE,"with Allee effect",0.802692640189511,2.60990158502587
"715",961,FALSE,"without Allee effect",0.928127311613153,2.03011264147685
"716",962,TRUE,"with Allee effect",0.526767301369976,3.9031193179144
"717",964,TRUE,"with Allee effect",0.823306334888724,2.22718035180902
"718",966,TRUE,"with Allee effect",0.67431276833195,3.17052091404946
"719",967,FALSE,"without Allee effect",1.05444778402228,1.36066963476744
"720",968,TRUE,"with Allee effect",1.20238978622248,1.02758622368771
"721",969,FALSE,"without Allee effect",1.0540991560963,2.27621294140021
"722",970,TRUE,"with Allee effect",0.791061574098167,2.93224136463113
"723",971,FALSE,"without Allee effect",0.955976289911374,2.3136596602574
"724",972,TRUE,"with Allee effect",1.30567685606174,2.46028101658705
"725",974,TRUE,"with Allee effect",0.480578900704852,2.51100352103765
"726",975,FALSE,"without Allee effect",0.807354922057563,1.83428991603114
"727",976,TRUE,"with Allee effect",0.489903658937834,3.57020555407465
"728",978,TRUE,"with Allee effect",0.811811432047655,2.63738028188683
"729",979,FALSE,"without Allee effect",1.28671758896286,1.82450229827569
"730",980,TRUE,"with Allee effect",0.740851788422047,2.15164129517329
"731",981,FALSE,"without Allee effect",1.03586429924902,2.01101104902078
"732",982,TRUE,"with Allee effect",0.795021081690153,1.58459870777024
"733",984,TRUE,"with Allee effect",0.546199391602706,4.14022802124678
"734",986,TRUE,"with Allee effect",1.22426177144493,2.76984439485508
"735",987,FALSE,"without Allee effect",1.17520061712095,2.08363096805013
"736",988,TRUE,"with Allee effect",0.333864810051599,1.80016744638761
"737",990,TRUE,"with Allee effect",0.415980593431462,9.23291877632155
"738",991,FALSE,"without Allee effect",0.839535327806779,1.67242552208586
"739",992,TRUE,"with Allee effect",0.797975388556731,2.8322353731105
"740",993,FALSE,"without Allee effect",0.859584283337278,1.94679598488641
"741",994,TRUE,"with Allee effect",1.11603949420521,2.05107344323057
"742",995,FALSE,"without Allee effect",1.22061166912201,2.03480013821549
"743",996,TRUE,"with Allee effect",0.580932305833711,3.27306347213786
"744",998,TRUE,"with Allee effect",0.292885928010068,6.86778092417367
"745",999,FALSE,"without Allee effect",0.931930388563897,1.93204676617094
"746",1000,TRUE,"with Allee effect",0.717608694936489,1.68280000492334
"747",1004,TRUE,"with Allee effect",0.693276314733993,3.90886770768276
"748",1005,FALSE,"without Allee effect",0.485426827170209,1.78518199564289
"749",1006,TRUE,"with Allee effect",0.863876621940394,1.79075530223921
"750",1007,FALSE,"without Allee effect",0.898525511672011,1.85012552403815
"751",1008,TRUE,"with Allee effect",0.885797494937218,1.52305005651365
"752",1009,FALSE,"without Allee effect",1.08071855275614,1.72920610571418
"753",1010,TRUE,"with Allee effect",1.22695572698999,1.97943073961375
"754",1012,TRUE,"with Allee effect",1.00170704350413,3.01527497038051
"755",1013,FALSE,"without Allee effect",1.18920944175796,1.89705250116347
"756",1014,TRUE,"with Allee effect",0.684362823653702,2.08339153107981
"757",1017,FALSE,"without Allee effect",0.975368023123216,2.2466810456116
"758",1018,TRUE,"with Allee effect",0.798827089504999,1.8292255958471
"759",1019,FALSE,"without Allee effect",1.06654815407804,1.91585001365338
"760",1020,TRUE,"with Allee effect",0.663527126026242,3.01581159783209
"761",1022,TRUE,"with Allee effect",0.56004282601012,2.16571975141176
"762",1024,TRUE,"with Allee effect",0.723829094682129,2.76441958963359
"763",1026,TRUE,"with Allee effect",0.751770873713515,3.03337643131259
"764",1027,FALSE,"without Allee effect",1.06413033741967,1.75447581303576
"765",1028,TRUE,"with Allee effect",0.591903769162659,2.59427109406077
"766",1029,FALSE,"without Allee effect",0.674772023197021,1.65378602748191
"767",1030,TRUE,"with Allee effect",0.543388078033126,2.53635231732319
"768",1031,FALSE,"without Allee effect",1.18883899374593,0.227318892502275
"769",1032,TRUE,"with Allee effect",1.21313314565619,0.112260651409727
"770",1034,TRUE,"with Allee effect",0.281837533949299,21.0110019608728
"771",1036,TRUE,"with Allee effect",0.82229963523918,2.85425797067279
"772",1037,FALSE,"without Allee effect",1.02012380910097,2.12573874119236
"773",1038,TRUE,"with Allee effect",0.849661196030145,1.85391718131641
"774",1039,FALSE,"without Allee effect",0.910572368399946,1.84705690228497
"775",1040,TRUE,"with Allee effect",0.803813754893595,2.27447533331382
"776",1041,FALSE,"without Allee effect",1.16732519616209,2.1356668817789
"777",1042,TRUE,"with Allee effect",0.850571172455112,1.87902798351622
"778",1043,FALSE,"without Allee effect",0.909248409963409,2.45375292717836
"779",1044,TRUE,"with Allee effect",1.02039888787568,2.4543633300402
"780",1045,FALSE,"without Allee effect",1.13178981403054,2.07069862089393
"781",1046,TRUE,"with Allee effect",0.729949269098271,2.15633423642703
"782",1047,FALSE,"without Allee effect",0.929086607059531,1.39941799400716
"783",1048,TRUE,"with Allee effect",0.22630168327762,2.41295313865697
"784",1049,FALSE,"without Allee effect",1.02582707955507,0.182256761233304
"785",1050,TRUE,"with Allee effect",0.791763038884173,0.0368824346697678
"786",1051,FALSE,"without Allee effect",0.902158783844485,1.85759326898716
"787",1052,TRUE,"with Allee effect",0.952547598929835,2.29483923211931
"788",1053,FALSE,"without Allee effect",0.752072486556445,1.9048379289463
"789",1054,TRUE,"with Allee effect",0.672629307283597,2.57030505564406
"790",1056,TRUE,"with Allee effect",0.974966902995616,3.28554952230729
"791",1061,FALSE,"without Allee effect",0.688055993685104,1.56284555395465
"792",1062,TRUE,"with Allee effect",0.941273813044652,1.73189599437232
"793",1063,FALSE,"without Allee effect",0.917189476459354,1.74836050791364
"794",1064,TRUE,"with Allee effect",0.58089307650346,2.11870596295937
"795",1066,TRUE,"with Allee effect",0.703583131035225,2.9981700483247
"796",1067,FALSE,"without Allee effect",0.938599455335795,1.74503759015117
"797",1068,TRUE,"with Allee effect",0.865562862378672,1.72976403203467
"798",1070,TRUE,"with Allee effect",0.783643999734407,3.38668187687281
"799",1071,FALSE,"without Allee effect",0.9279710018998,1.48148667956978
"800",1072,TRUE,"with Allee effect",0.438476749939211,2.97924174519069
"801",1074,TRUE,"with Allee effect",0.862496476250065,2.0499112504255
"802",1075,FALSE,"without Allee effect",0.91770831000016,1.59489525113411
"803",1076,TRUE,"with Allee effect",0.646849563806389,2.48036670827937
"804",1077,FALSE,"without Allee effect",0.750241839032089,1.51857820445676
"805",1078,TRUE,"with Allee effect",0.921371651744238,1.81242907972101
"806",1080,TRUE,"with Allee effect",0.974047757138541,2.20776281318502
"807",1082,TRUE,"with Allee effect",1.06227153122994,2.29858922555649
"808",1084,TRUE,"with Allee effect",0.660046552631563,2.9275058961445
"809",1085,FALSE,"without Allee effect",1.11315194589569,2.09196721118385
"810",1086,TRUE,"with Allee effect",0.801326248687074,1.97004533404558
"811",1087,FALSE,"without Allee effect",0.925947426961641,1.80506325223948
"812",1088,TRUE,"with Allee effect",0.1234852797194,5.83391808091349
"813",1091,FALSE,"without Allee effect",1.10201928405046,1.6177042659328
"814",1092,TRUE,"with Allee effect",0.296732852774421,1.11874211524583
"815",1093,FALSE,"without Allee effect",0.850495890595629,1.83195201635649
"816",1094,TRUE,"with Allee effect",0.841797759540051,2.44290580953193
"817",1096,TRUE,"with Allee effect",0.662965012722382,2.0708146659414
"818",1098,TRUE,"with Allee effect",0.593650580576531,3.07482993021315
"819",1100,TRUE,"with Allee effect",0.945377532325908,2.52578956168095
"820",1101,FALSE,"without Allee effect",0.914423785550871,1.4876564837207
"821",1102,TRUE,"with Allee effect",0.597803724200031,2.26642638954571
"822",1103,FALSE,"without Allee effect",1.05889368905358,1.83505049031055
"823",1104,TRUE,"with Allee effect",0.367243991301825,2.7527210394446
"824",1105,FALSE,"without Allee effect",0.890816510436958,1.88615424868249
"825",1106,TRUE,"with Allee effect",0.941970413534309,1.75583612895667
"826",1107,FALSE,"without Allee effect",0.777607578663571,2.03905707820828
"827",1108,TRUE,"with Allee effect",0.879220038433242,2.26856444409904
"828",1110,TRUE,"with Allee effect",0.461288664591589,2.71205371502006
"829",1111,FALSE,"without Allee effect",0.834470588890083,1.95926660492507
"830",1112,TRUE,"with Allee effect",0.655162787047274,2.20056225424978
"831",1113,FALSE,"without Allee effect",0.86677861950537,2.01505450445842
"832",1114,TRUE,"with Allee effect",1.28913949856921,2.07935295061088
"833",1116,TRUE,"with Allee effect",0.944860452982355,4.22543132408441
"834",1117,FALSE,"without Allee effect",0.71049338280504,1.94929539832143
"835",1118,TRUE,"with Allee effect",0.777557655454779,3.16413150807925
"836",1119,FALSE,"without Allee effect",0.986340638360665,1.8585745702014
"837",1120,TRUE,"with Allee effect",0.980274910149048,2.31299781420222
"838",1126,TRUE,"with Allee effect",0.831323626035901,3.21521484095039
"839",1127,FALSE,"without Allee effect",0.829265670287935,1.78305921565268
"840",1128,TRUE,"with Allee effect",0.744873746187395,2.37229209207202
"841",1131,FALSE,"without Allee effect",1.12132639037458,1.95282646373219
"842",1132,TRUE,"with Allee effect",0.681562399434008,1.84056945717369
"843",1134,TRUE,"with Allee effect",0.75601263257668,2.36696270316537
"844",1136,TRUE,"with Allee effect",0.851220388404547,2.6047476244772
"845",1137,FALSE,"without Allee effect",0.844158693841595,1.81884196948948
"846",1138,TRUE,"with Allee effect",1.17542327233181,2.04288615540472
"847",1139,FALSE,"without Allee effect",0.989207157628305,0.039294060903116
"848",1140,TRUE,"with Allee effect",0.884884865428955,0.144681520099084
"849",1141,FALSE,"without Allee effect",1.35168054734031,1.78295585523374
"850",1142,TRUE,"with Allee effect",0.705079789307054,2.29465505153217
"851",1143,FALSE,"without Allee effect",0.962118516174137,1.82556331909704
"852",1144,TRUE,"with Allee effect",0.708671497279387,2.33175576953515
"853",1146,TRUE,"with Allee effect",0.714932133916544,2.81287806292258
"854",1147,FALSE,"without Allee effect",0.911900297660472,1.94873771571939
"855",1148,TRUE,"with Allee effect",0.882088493963284,2.21866803555943
"856",1150,TRUE,"with Allee effect",0.765779908048599,1.87415623538481
"857",1151,FALSE,"without Allee effect",1.11187399053332,1.77057077935937
"858",1152,TRUE,"with Allee effect",0.282387825867491,2.43363144075882
"859",1154,TRUE,"with Allee effect",0.768366093189038,2.9362865144336
"860",1156,TRUE,"with Allee effect",0.578189271449215,2.64494362271981
"861",1157,FALSE,"without Allee effect",1.13438863641503,2.27011287455761
"862",1158,TRUE,"with Allee effect",0.366165762198058,9.30157285833846
"863",1159,FALSE,"without Allee effect",0.956096383729746,1.97598457835936
"864",1160,TRUE,"with Allee effect",1.01395883889905,2.44701380667567
"865",1161,FALSE,"without Allee effect",0.841694736538772,1.54076736386344
"866",1162,TRUE,"with Allee effect",0.941730454494045,2.18999046768704
"867",1163,FALSE,"without Allee effect",1.20661969188755,0.085420332372639
"868",1164,TRUE,"with Allee effect",1.32394281752955,0.046761526772914
"869",1165,FALSE,"without Allee effect",0.968631392059096,2.01466579695337
"870",1166,TRUE,"with Allee effect",0.79834249592611,1.89476562279453
"871",1167,FALSE,"without Allee effect",0.722466024470999,1.59877312554853
"872",1168,TRUE,"with Allee effect",0.522350290104256,2.15871439545513
"873",1169,FALSE,"without Allee effect",1.24596107036142,1.80300024487586
"874",1170,TRUE,"with Allee effect",0.884596699781115,2.53582636209832
"875",1171,FALSE,"without Allee effect",0.755767763862766,1.96860512841305
"876",1172,TRUE,"with Allee effect",0.621268020398554,1.91965739298661
"877",1173,FALSE,"without Allee effect",1.11621795818649,1.6081667570245
"878",1174,TRUE,"with Allee effect",0.782557270012781,2.29075482507266
"879",1175,FALSE,"without Allee effect",0.700439718141121,1.76168781477403
"880",1176,TRUE,"with Allee effect",0.833541200505478,2.14225935387861
"881",1179,FALSE,"without Allee effect",1.04004071463411,2.11643897542697
"882",1180,TRUE,"with Allee effect",0.7714861693351,2.35027800917953
"883",1181,FALSE,"without Allee effect",0.9005903203961,1.86784639953073
"884",1182,TRUE,"with Allee effect",0.0767850339944829,1.81648853364064
"885",1183,FALSE,"without Allee effect",1.03555545162829,1.73061213381739
"886",1184,TRUE,"with Allee effect",0.893121845809195,1.93880720229803
"887",1186,TRUE,"with Allee effect",0.862723409767181,2.50224489927171
"888",1187,FALSE,"without Allee effect",0.7888722933983,2.09532998022866
"889",1188,TRUE,"with Allee effect",0.222392421336431,1.99796611994938
"890",1190,TRUE,"with Allee effect",0.79300028035163,2.30845827359796
"891",1192,TRUE,"with Allee effect",0.753941469512502,2.34005362657882
"892",1193,FALSE,"without Allee effect",1.53031904704906,1.23614153314499
"893",1194,TRUE,"with Allee effect",0.354115564937893,6.28533139142888
"894",1199,FALSE,"without Allee effect",0.932885804141434,2.27764669584793
"895",1200,TRUE,"with Allee effect",1.18221907847977,2.26712677282967
"896",1201,FALSE,"without Allee effect",0.871802294587047,1.67389870845647
"897",1202,TRUE,"with Allee effect",0.880485043968425,1.89958809659899
"898",1205,FALSE,"without Allee effect",0.975409377605965,1.77777539392435
"899",1206,TRUE,"with Allee effect",0.914283102105935,1.94066731935062
"900",1208,TRUE,"with Allee effect",0.807356725083213,3.38540189742726
"901",1210,TRUE,"with Allee effect",0.481776819052866,2.94245068257621
"902",1211,FALSE,"without Allee effect",1.16359496247563,2.02958562445103
"903",1212,TRUE,"with Allee effect",0.819119116498172,2.132517630526
"904",1214,TRUE,"with Allee effect",0.943561210535076,2.86090680352895
"905",1218,TRUE,"with Allee effect",1.15630778048497,2.3446779221691
"906",1219,FALSE,"without Allee effect",0.736965594166191,1.50307494989616
"907",1220,TRUE,"with Allee effect",1.02977462372368,1.98198320329515
"908",1222,TRUE,"with Allee effect",0.655470829232485,3.2414349497851
"909",1223,FALSE,"without Allee effect",0.932885804141485,1.7807223838342
"910",1224,TRUE,"with Allee effect",0.355513287281355,1.02286980609597
"911",1226,TRUE,"with Allee effect",0.542043984336866,3.04407129981015
"912",1227,FALSE,"without Allee effect",0.874344115370569,2.10111313045655
"913",1228,TRUE,"with Allee effect",1.12746568757469,2.15321065967407
"914",1229,FALSE,"without Allee effect",0.978715730208717,1.71428039186985
"915",1230,TRUE,"with Allee effect",0.199072986510025,2.48942139391872
"916",1232,TRUE,"with Allee effect",0.768279894381579,3.16548833539223
"917",1234,TRUE,"with Allee effect",0.365924477456081,2.57104240917273
"918",1235,FALSE,"without Allee effect",0.986806407326128,1.64823553415033
"919",1236,TRUE,"with Allee effect",0.280388267725615,1.87835743931675
"920",1237,FALSE,"without Allee effect",0.295455883526138,1.53846396975942
"921",1238,TRUE,"with Allee effect",0.8538088159002,2.04660966494697
"922",1241,FALSE,"without Allee effect",1.24403473385474,1.77626815134616
"923",1242,TRUE,"with Allee effect",0.407700608934587,3.39065951857128
"924",1243,FALSE,"without Allee effect",1.14828187482925,1.93156302821205
"925",1244,TRUE,"with Allee effect",0.762660718455988,1.77810454648617
"926",1245,FALSE,"without Allee effect",0.976042878234555,1.57541134155022
"927",1246,TRUE,"with Allee effect",0.0976217231781531,0.659725423172924
"928",1247,FALSE,"without Allee effect",0.823122237915957,1.73048312670707
"929",1248,TRUE,"with Allee effect",0.558097176295135,2.70573308473742
"930",1249,FALSE,"without Allee effect",1.222911185199,1.79797088752931
"931",1250,TRUE,"with Allee effect",0.79366768830265,2.07832308061774
"932",1251,FALSE,"without Allee effect",1.121948458806,1.59925383496164
"933",1252,TRUE,"with Allee effect",0.771899425476462,2.59323031808567
"934",1253,FALSE,"without Allee effect",1.18619353246706,1.76447275933037
"935",1254,TRUE,"with Allee effect",0.88835757822023,2.20925679169276
"936",1255,FALSE,"without Allee effect",1.01113408466188,1.5328741718445
"937",1256,TRUE,"with Allee effect",0.792386489718816,1.58103194104556
"938",1259,FALSE,"without Allee effect",1.04497601511153,1.68062189304089
"939",1260,TRUE,"with Allee effect",0.262564544701619,4.31713855202064
"940",1262,TRUE,"with Allee effect",1.00147206503559,2.47397617507309
"941",1265,FALSE,"without Allee effect",0.855249866016059,2.04529601821776
"942",1266,TRUE,"with Allee effect",0.91717575149217,2.54269052088815
"943",1267,FALSE,"without Allee effect",0.965234581839351,1.75151954916467
"944",1268,TRUE,"with Allee effect",0.278844013358257,10.4718786641516
"945",1271,FALSE,"without Allee effect",0.956472273959968,1.84546142230498
"946",1272,TRUE,"with Allee effect",1.05152216151922,2.00785282672023
"947",1274,TRUE,"with Allee effect",0.0238915332402449,4.82917011430892
"948",1276,TRUE,"with Allee effect",0.650624623937558,2.93830555722246
"949",1279,FALSE,"without Allee effect",0.523561956057042,1.61897859101801
"950",1280,TRUE,"with Allee effect",0.713487702849865,7.02787639591388
"951",1282,TRUE,"with Allee effect",0.985667282472211,3.17115109765435
"952",1283,FALSE,"without Allee effect",0.955709220128693,1.82395961265165
"953",1284,TRUE,"with Allee effect",0.458375464281717,0.599779153766215
"954",1285,FALSE,"without Allee effect",1.0690220039849,1.80039883117682
"955",1286,TRUE,"with Allee effect",1.12734672385556,2.12225212802824
"956",1287,FALSE,"without Allee effect",1.0090752663898,1.95367159049985
"957",1288,TRUE,"with Allee effect",1.09678368923535,1.99654053931435
"958",1290,TRUE,"with Allee effect",1.24048451022684,2.79690575578814
"959",1291,FALSE,"without Allee effect",0.998102669098696,1.86139766721339
"960",1292,TRUE,"with Allee effect",0.53211946319389,3.39531992724275
"961",1294,TRUE,"with Allee effect",0.823298382775197,2.84439999401482
"962",1296,TRUE,"with Allee effect",0.845989666068054,2.61855297201923
"963",1298,TRUE,"with Allee effect",1.01032143580437,2.83959542595869
"964",1299,FALSE,"without Allee effect",0.766507538613262,1.33426326096647
"965",1300,TRUE,"with Allee effect",0.0855846991075627,1.3394732798586
"966",1301,FALSE,"without Allee effect",1.10730922679762,1.66223681621217
"967",1302,TRUE,"with Allee effect",0.62472086660644,1.98945873255857
"968",1303,FALSE,"without Allee effect",0.812139464656657,1.7845253305936
"969",1304,TRUE,"with Allee effect",0.266786309539401,5.90423296488639
"970",1306,TRUE,"with Allee effect",0.767552607639148,2.29571895658712
"971",1307,FALSE,"without Allee effect",0.979255585770294,1.60418345019142
"972",1308,TRUE,"with Allee effect",0.895701523530145,1.50952086302257
"973",1309,FALSE,"without Allee effect",0.584962500721146,1.80072050834332
"974",1310,TRUE,"with Allee effect",0.526740351902971,2.50487811876477
"975",1312,TRUE,"with Allee effect",0.993421502414258,2.52267010860044
"976",1314,TRUE,"with Allee effect",0.934639314264928,2.96911100035402
"977",1315,FALSE,"without Allee effect",0.447458976971266,1.77158076441799
"978",1316,TRUE,"with Allee effect",0.640984904291424,1.86014742827678
"979",1317,FALSE,"without Allee effect",1.07549583506443,1.73459365035042
"980",1318,TRUE,"with Allee effect",0.472957691054967,2.30333392274466
"981",1321,FALSE,"without Allee effect",0.930319866423947,1.82954671836464
"982",1322,TRUE,"with Allee effect",0.834952747603436,2.36211958394484
"983",1323,FALSE,"without Allee effect",0.83125147146393,1.74576316683867
"984",1324,TRUE,"with Allee effect",0.652598108985209,1.71682879328792
"985",1325,FALSE,"without Allee effect",1.00655825003669,1.78559778629894
"986",1326,TRUE,"with Allee effect",0.645601550121973,1.88670797761283
"987",1328,TRUE,"with Allee effect",0.705499173985212,2.7471816600876
"988",1329,FALSE,"without Allee effect",0.939347259494216,1.64912308547039
"989",1330,TRUE,"with Allee effect",1.14024258102445,1.59107896283046
"990",1331,FALSE,"without Allee effect",0.995896906690503,1.83108148397437
"991",1332,TRUE,"with Allee effect",0.453094171408,4.72565532488754
"992",1333,FALSE,"without Allee effect",1.16449539015165,2.03659877819357
"993",1334,TRUE,"with Allee effect",0.972718075927076,2.04895160173531
"994",1339,FALSE,"without Allee effect",0.93030132812864,1.70035479883928
"995",1340,TRUE,"with Allee effect",0.515257430682016,2.26365600898857
"996",1342,TRUE,"with Allee effect",0.878546914341187,2.51024723463352
"997",1343,FALSE,"without Allee effect",0.80442226471039,1.81603235377472
"998",1344,TRUE,"with Allee effect",0.889710583900765,2.1625328140241
"999",1346,TRUE,"with Allee effect",1.09252190185626,3.03241383633038
"1000",1347,FALSE,"without Allee effect",0.830074998557669,1.76057201632698
"1001",1348,TRUE,"with Allee effect",0.771668574736659,2.88597467807263
"1002",1349,FALSE,"without Allee effect",0.962284144882851,1.69138435901467
"1003",1350,TRUE,"with Allee effect",0.9937627526328,2.17844274947961
"1004",1351,FALSE,"without Allee effect",1.0089764601855,1.47642232740951
"1005",1352,TRUE,"with Allee effect",0.854251036146683,2.08803100147494
"1006",1353,FALSE,"without Allee effect",1.0496893775828,2.19635678178393
"1007",1354,TRUE,"with Allee effect",0.770553093897651,2.11949317660776
"1008",1355,FALSE,"without Allee effect",1.01024366881127,2.06369947733237
"1009",1356,TRUE,"with Allee effect",0.595172596087804,3.97939254041613
"1010",1357,FALSE,"without Allee effect",0.643856189774749,1.66112912728307
"1011",1358,TRUE,"with Allee effect",0.0853924949797801,2.64343565382088
"1012",1360,TRUE,"with Allee effect",0.317763655878991,10.2122723071816
"1013",1361,FALSE,"without Allee effect",1.08477761740127,1.36837787739796
"1014",1362,TRUE,"with Allee effect",0.466204570340717,1.81996004227736
"1015",1363,FALSE,"without Allee effect",0.900799151096806,1.8273549628068
"1016",1364,TRUE,"with Allee effect",0.912742815181863,2.27115719744968
"1017",1365,FALSE,"without Allee effect",0.902933161752782,2.06085343342226
"1018",1366,TRUE,"with Allee effect",0.796093547132205,2.42525612109249
"1019",1367,FALSE,"without Allee effect",0.847996906554962,2.04350903963741
"1020",1368,TRUE,"with Allee effect",0.786575947510578,2.14065249508495
"1021",1371,FALSE,"without Allee effect",1.06583223839847,1.85078752705074
"1022",1372,TRUE,"with Allee effect",0.820083658814064,2.27309478195837
"1023",1373,FALSE,"without Allee effect",0.855610090664846,1.83036945175468
"1024",1374,TRUE,"with Allee effect",0.613868189727116,4.28709147850054
"1025",1377,FALSE,"without Allee effect",1.26442740967893,1.95552409434922
"1026",1378,TRUE,"with Allee effect",0.291305364610069,3.20687344095301
"1027",1380,TRUE,"with Allee effect",1.02156026333953,2.70605554527759
"1028",1382,TRUE,"with Allee effect",0.612462485221337,2.45595418183323
"1029",1384,TRUE,"with Allee effect",0.735877791364834,2.9900731579206
"1030",1385,FALSE,"without Allee effect",0.82768087692672,1.99609136941983
"1031",1386,TRUE,"with Allee effect",0.909214313285093,2.12380965209793
"1032",1388,TRUE,"with Allee effect",0.537200388614967,3.92512407030372
"1033",1389,FALSE,"without Allee effect",1.27460368804525,1.97118774476691
"1034",1390,TRUE,"with Allee effect",0.866714759801471,2.73751398492498
"1035",1392,TRUE,"with Allee effect",0.47785994566672,2.90269381734947
"1036",1393,FALSE,"without Allee effect",1.08129006828418,1.87556112304054
"1037",1394,TRUE,"with Allee effect",0.583926877737818,2.73229777483937
"1038",1395,FALSE,"without Allee effect",0.88320214696211,2.04877164966104
"1039",1396,TRUE,"with Allee effect",0.965362674966563,2.60947261382796
"1040",1398,TRUE,"with Allee effect",1.4706628660501,2.36654001303799
"1041",1399,FALSE,"without Allee effect",1.07609129563234,2.14164425603396
"1042",1400,TRUE,"with Allee effect",1.26527705641941,2.21192019705429
"1043",1401,FALSE,"without Allee effect",1.08925860156364,1.73346631860534
"1044",1402,TRUE,"with Allee effect",0.97680205059959,1.69802998952382
"1045",1403,FALSE,"without Allee effect",0.770296611856889,2.01076411195109
"1046",1404,TRUE,"with Allee effect",0.991816860143629,2.89145497961536
"1047",1406,TRUE,"with Allee effect",0.514901369262673,2.3756862322361
"1048",1407,FALSE,"without Allee effect",1.23977131524918,1.86435043191468
"1049",1408,TRUE,"with Allee effect",0.418601836956435,2.96114662875908
"1050",1410,TRUE,"with Allee effect",1.27459984972191,2.65553212006646
"1051",1411,FALSE,"without Allee effect",1.1199993077071,1.74044935204332
